address,name,rate,votes,location
"385, Ground, Near Manyata Tech Park, Nagawara, Bangalore",Jai Bhavani Dhaba,3.0,52,Nagawara
"86, Kammanahalli Main Road, Next to Jalvayu Vihar, Kammanahalli, Bangalore",Sukh Sagar,2.7,182,Kammanahalli
"First Floor, 308 AVR Base, 5th B Cross Road, 3rd Block, HRBR Layout, Kalyan Nagar, Bangalore",Purnabramha Maharashtrian Restaurant,3.6,24,Kalyan Nagar
"960, 5th B Cross, HRBR 1st Block, DM Complex, 7th Cross Circle, Babusapalya, Kalyan Nagar, Bangalore",Kanti Sweets,3.4,4,Kalyan Nagar
"LLP, 4/1, Janakiram Complex, Second Floor, Opposite Jal Vayu Vihar, Third Block, HRBR Layout, CMR Road, Kalyan Nagar, Bangalore",Warm Oven,3.8,24,Kalyan Nagar
"345, 10th Main, HRBR Layout, Dodda Banaswadi, 100 Feet Road, Banaswadi, Bangalore",De Grand Restaurant,3.8,257,Banaswadi
"66, Outer Ring Road, Vijaya Bank Colony, Extention Opposite Nandi Toyota, Banaswadi, Bangalore",Inchara Restaurant,3.4,182,Banaswadi
"374, Next To Manyata Tech Park, 1st Cross, Narayanappa Block, Nagawara, Bangalore",Roll N Roll,3.8,61,Nagawara
"Ground Floor, MFAR Manyata Tech Park, Phase 4, Nagawara, Bangalore",Dunkin' Donuts,4.0,156,Nagawara
"180 ,1st Floor, Above Apollo Gym Punappa Layout, HBR Layout, Hennur, Bangalore",Bombay Sandwich Company,3.7,41,Hennur
"1, Near Canopy Apartment, Horamavu Agara Main Road, Babusapalya Kalyan Nagar, Bangalore",Balle Balle Dhaba,3.6,195,Kalyan Nagar
"420, First Floor, 4th Cross, 2nd Block HRBR Layout, Kalyan Nagar, Bangalore",Keto Kitchen,3.8,140,Kalyan Nagar
"152, Ground Floor, 81/10, Opposite Manyatha Tech Park, Nagawara, Bangalore",Kabab Palace,3.4,7,Nagawara
"220, 10th Main Road, 1st Block, HRBR Layout, Banaswadi, Bangalore",Udupi Sri Krishna Cafe,3.7,15,Banaswadi
"1st Main Rd, MS Ramaiah North City, Manayata Tech Park, Thanisandra, Nagawara, Bangalore",Chai Point,3.8,38,Nagawara
"180, 1st Floor, Above Apollo Gym, Punappa Layout, Hennur, Bangalore",World In A Bowl,3.6,38,Hennur
"507, 4th Cross, 2nd Block, CMR Road, HRBR Layout, Kalyan Nagar, Bangalore",Kapoor's Punjabi Rolls,0.0,0,Kalyan Nagar
"641, 5th Main Road, Bhuvanagiri Layout, Banaswadi, Bangalore",The London Shakes,3.1,25,Banaswadi
"374, 1st Cross, H. Narayanappa, Next To Manyatta Tech Park, Nagawara, Bangalore, Bengaluru",The Blue Bawarchi,3.6,34,Nagawara
"202, Ground Floor, 10th D Main, 1st Block, HRBR Layout, Banaswadi, Bangalore",Taste Of Nawaabs,3.5,324,Banaswadi
"19/1, Behind Jal Vayu Vihar, Kammanahalli, Bangalore",Panda Boy,3.9,115,Kammanahalli
"56/1, TC Palaya Main Road, Hoysala Nagar, Rammurthy Nagar, Bangalore",Facebake,3.7,50,Rammurthy Nagar
"414, 5th Main, HRBR Layout, Kalyan Nagar, Bangalore",Keventers,3.7,34,Kalyan Nagar
"5M/406, Hennur Road, 2nd Block Extension, Kalyan Nagar, Bangalore",Sweet Truth,3.9,35,Kalyan Nagar
"2nd Block, Near HP Petrol Pump, HBR Layout, Bangalore",Wood Fire Pizza,0.0,0,HBR Layout
"Hennur Bagalur Main Road, Hennur, Bangalore",Janatha Cafe,3.2,22,Hennur
"4th Floor, Food Court, Elements Mall, Thanisandra Main Road, Nagawara, Bangalore",Currylicious,3.4,58,Nagawara
"545 / 36/1 Basement, Safir Mansion, Hennur Main Road, Kalyan Nagar Post, Hennur, Bangalore",Nadeem's Kitchen,2.9,7,Hennur
"Food Court, Elements Mall, Thanisandra Main Road, Nagawara, Bangalore",Wangs Kitchen,2.7,64,Nagawara
"180, 1st Floor, Above Apollo Gym, Punappa Layout, Hennur Cross, Hennur, Bangalore",Healthie,3.3,80,Hennur
"406, 5th Main, 2nd Block HRBR Layout, Kalyan Nagar, Bangalore",Firangi Bake,4.1,23,Kalyan Nagar
"G5, Mfar Retail Block, Manyata Tech Park, Nagawara, Bangalore",Pasta Factory,4.0,177,Nagawara
"5M/406, Hennur Road, 2nd Block Extension, Kammanahalli, Bangalore",Faasos,3.8,140,Kammanahalli
"81/4/2, PB Road, Chanukya Layout, 3rd Cross, Nagawara, Bangalore",Biryani Hub,3.2,87,Nagawara
"84, Jayalakshmi, Kammanahalli Main Road, Kammanahalli, Bangalore",Big Chicken,3.9,110,Kammanahalli
"256/35, Service Road, Opposite Manyatha Techpark, Nagawara, Bangalore, Bengaluru",Foodies Choice,3.7,48,Nagawara
"374, 1st Cross, H. Narayanappa Block, Next to Manyata Tech Park, Nagawara, Bangalore",Chickpet Donne Biriyani Mane,2.7,37,Nagawara
"87/2, Opposite BBMP Ward, Janani Nagar, Banaswadi, Bangalore",Akshaya Family Restaurant,3.2,4,Banaswadi
"2, Near Kristu Jayanthi College, K Narayanapura Kothanur Post, Hennur Area, Hennur, Bangalore",Dreamland Food Corner,3.7,42,Hennur
"Opposite To Kristu Jayanti College, K Narayanapura, Hennur, Bengaluru",Cafe Zamorin,3.7,23,Hennur
"18/2, Opposite To Dr. Rajkumar Park, Chorappa Layout, St. Thomas Town Post, Kammanahalli, Bengaluru",Doctor Juice,3.9,42,Kammanahalli
"38, 39, 40, Idhaya Complex, Geddalahalli, Kothanur Post, Hennur, Bangalore",Shandong,4.0,220,Hennur
"Mfar Retail Space, Phase 4, Ground Floor, Manyata Tech Park, Nagawara, Bangalore",The Chinese Table,3.0,13,Nagawara
"401, 5th Main, 3rd Block, HRBR Layout, Kalyan Nagar, Bangalore",Food Magic Restaurant,3.8,88,Kalyan Nagar
"183, Kammanahalli Main Road, Kammanahalli, Bangalore",Savoury Restaurant,3.7,370,Kammanahalli
"80, 1st Floor, Above Apollo Gym, Punappa Layout, Hennur Cross, Hennur, Bangalore",YumYumSouth,3.0,54,Hennur
"3rd Floor, Elements Mall, Thanisandra Main Road, Nagawara, Bangalore",One For The Road,4.5,755,Nagawara
"9th B Main, Chairman Layout, Banaswadi Main Road, Landmark: Near Banaswadi Fire station, Bengaluru, Karnataka 560043",Tamarind - Tamarind Hospitality,3.9,611,Banaswadi
"AJM Heights Builders And Developers, 4th Main Road, 4th Block, HBR Layout, Bangalore",Mamaji's,0.0,0,HBR Layout
"4th Floor, Elements Mall, Thanisandra Road, Nagawara, Bangalore",Cold Smith Ice Creams,4.1,24,Nagawara
"535, 8th Cross Road, MS Ramaiah North City, Manayata Tech Park, Nagawara, Bangalore",Dilli Dil Se..,3.8,103,Nagawara
"357, 3rd D Cross, OMBR Layout, Banaswadi, Bangalore",Despiwich Dragon's Kitchen,3.9,71,Banaswadi
"2075, 4th Cross, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Casa De Goa,4.2,341,Kalyan Nagar
"55, Opposite Kanthi Sweets, 5th Cross, Banaswadi Main Road, Banaswadi, Bangalore",Thanco's Natural Ice Cream,3.8,109,Banaswadi
"Building 180, 1st Floor, Above Apollo Gym, Punappa Layout, HBR Layout, Hennur Cross, Hennur, Bangalore",InnerChef,3.1,78,Hennur
"31, Ground Floor, 9th B Main Road, Chairman Papaiah Reddy Layout, Banaswadi, Bangalore",Gowdru Hotel,3.4,78,Banaswadi
"Opposite Manyata Tech Park, Munni Venkatappa Layout, Nagawara, Bangalore",Andhra Spicy Inn,0.0,0,Nagawara
"215, 7th Main Road, HRBR Layout 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Kapoor's Cafe,4.1,470,Kalyan Nagar
"Kalyan Nagar, Bangalore",RICE BAR,3.1,20,Kalyan Nagar
"3-4, MNV Complex, Thanisandra Main Road, Nagawara, Bangalore",La' Meze,3.6,31,Nagawara
"G1, MFAR Bulding, Manyatha Tech Park, Nagawara, Bangalore",Cafe Coffee Day,3.0,17,Nagawara
"433/2, 4th Main, Munireddy Layout, Horamavu Main Road, Banaswadi, Bangalore",Suvarna Sree Food Paradise,0.0,0,Banaswadi
"374, Near Prithvi Theatre, 1st Cross, H Narayanapa Block, Nagawara, Bangalore",Punjabi Chulha,2.9,18,Nagawara
"101, Kammanahalli Main Road, Maruthi Sevanagar, St. Thomas Town, Heerti Layout, Kacharakanahalli, Kalyan Nagar, Bangalore",Shahi Hyderabadi Dum Biryani,3.1,150,Kalyan Nagar
"30, MS Ramaiah North City, Manyata Tech Park, Outer Ring Road, Nagawara, Bangalore",Ganesh Food Joint,0.0,0,Nagawara
"Shop 2, Ground Floor, VM Meadows, Hormanu Main Road, Banaswadi, Bangalore",Purvanchal Tokri,3.7,23,Banaswadi
"10, Idhaya Complex, Geddalahalli, Kothanur Post, Hennur, Bangalore",Five Star Chicken,3.7,29,Hennur
"HBR Layout, Near HP Petrol Bunk, Lingarajpuram Road, Hebbala Circle, Bangalore",Brindavan Veg,3.7,20,HBR Layout
"602, 4th Cross, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Domino's Pizza,3.4,378,Kalyan Nagar
"Number 8, Park Road, Chowrappa Layout, St. Thomas Town, Kammanahalli, Bangalore",Anu Momos Chinese Kitchen,3.7,118,Kammanahalli
"Shop 989, Ground Floor, 5th A Cross, Kalyan Nagar, Bangalore",Ammi's Biryani,2.7,171,Kalyan Nagar
"FC K06A, 4th Floor, MSR Regaliaa, Elements Mall, Nagawara, Bangalore",Marhaba,3.6,42,Nagawara
"7, 5th Main, 2nd Block, Kalyan Nagar, Bangalore",Goli Vada Pav No. 1,3.7,91,Kalyan Nagar
"141, Thanisandra Main Road, Nagawara Junction, Nagawara, Bangalore",Zaica Dine & Wine,4.0,694,Nagawara
"Service Apartment 3, Deccan Suites, Tuscan Royal Manor, Hennur Main Road, Hennur, Bangalore",Cafe Bangalore,3.4,6,Hennur
"Elements Mall, 5th Block, MS Ramaiah North City, Manayata Tech Park, Nagawara, Bangalore",Juice Fresco,3.3,15,Nagawara
"No.533, Elegant Privilege, 4th cross, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",The Belgian Waffle Co.,3.8,32,Kalyan Nagar
"16, 4th Cross, 2nd Block, HRBR Layout, CMR Road, Kalyan Nagar, Bangalore",Frozen Bottle,3.9,55,Kalyan Nagar
"921, 1st Block, HRBR Layout, Kalyan Nagar, Bangalore",Hotel Little Imperial,3.7,91,Kalyan Nagar
"12, Devatha Layout, Near Kempamma Temple, Hennur Cross, Hennur, Bangalore",Kloudish Kitchen,3.5,15,Hennur
"401, Ground Floor, 5th Main, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Paratha Singh,4.0,297,Kalyan Nagar
"Hennur, Hennur, Bangalore",Hotel New Karavali,3.4,8,Hennur
"309, 7th Main Road, HRBR Layout, 2nd Block, Kalyan Nagar, Bangalore",Hi Seoul,4.1,200,Kalyan Nagar
"117/2, Agara Main Road, Horamaruv, Hennur, Bangalore",My Little China,3.7,32,Hennur
"2nd Cross, 2nd Main, Kasturi Nagar, Banaswadi, Bangalore",S K Ruchi,3.3,11,Banaswadi
"Shop 5,100/01, 11th Cross, A Muni Reddy Layout, Horamavu Main Road, Banaswadi, Bangalore",Amigos Kitchen,3.7,64,Banaswadi
"A/202, Kempegowda Road, Rammurthy Nagar, Bengaluru",Sarah's,3.8,42,Rammurthy Nagar
"141, Bangalore North Taluk, Nagawara, Bangalore",A2B - Adyar Ananda Bhavan,2.7,194,Nagawara
"4, C-118, Next to HDFC Bank, OMBR Layout, Near Vincent Pallotti Church, Banaswadi, Bangalore",Sizzling Szechuan,3.9,224,Banaswadi
"20, 1st Floor, Banaswadi Main Road, Banaswadi, Bangalore",The Bawarchi,2.6,254,Banaswadi
"2117/25, 4th Cross, HRBR Layout, 2nd Stage, Kalyan Nagar, Bangalore",Leon Grill,4.2,386,Kalyan Nagar
"527, CMR Rd, HRBR Layout 2nd Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043",Twilight Global Restaurant,3.5,22,Kalyan Nagar
"122/4, C. Shankar Reddy Building, Kalyan Nagar, Bangalore",Ginger Greens,3.9,300,Kalyan Nagar
"23/141, Thanisandra Main Road, Nagawara, Bangalore",Chef Baker's,2.9,36,Nagawara
"420, VP Plaza, 4th Cross, 2nd Block, Kalyan Nagar, Bangalore",The Chocolate Heaven - Cakes,3.9,64,Kalyan Nagar
"3C, 1001 HRBR Layout, 1st Block, Near To Liberty Showroom, Banaswadi, Bangalore",Navami Kitchen,0.0,0,Banaswadi
"28, Near Nagawara Bridge, Munivenkatappa Layout, 4th Main Road, Nagawara, Bangalore",Desi Bites,3.7,145,Nagawara
"2075, 4th Cross, 2nd Block, H.R.B.R Layout, Kalyan Nagar, Bangalore",The Local,4.2,1196,Kalyan Nagar
"4C-501, Ground floor, 5th A Main Road, 2nd Block HRBR Layout, Kalyan Nagar, Bangalore",Eagles Pizza,3.8,22,Kalyan Nagar
"710, 7th Main, 4th B Cross, Opposite Canara Bank, 1st Block, Kalyan Nagar, Bangalore",Cafe Nukkad,4.0,89,Kalyan Nagar
"7M-213, 2nd Block, 80 Feet Road, HRBR Layout, Banaswadi, Bangalore",The Filter Coffee,4.0,55,Banaswadi
"7th Cross, Jayanti Nagar, Thambuchettypalya Main Road, 2nd Block, Sir M V Nagar, Rammurthy Nagar, Bangalore",Lassi Corner,2.9,28,Rammurthy Nagar
"50/8A, AGON Sports Arena, Opposite Biozeen, Gubbi Cross, Kothanur Post, Hennur, Bangalore",Just Bake,2.9,19,Hennur
"2, Narayanappa Building, Patel Munivenkatappa Layout, KPG Circle, Old Yelahanka Main Road, Nagawara, Bangalore",American Bites,3.0,7,Nagawara
"3rd Floor, MSR Regaliaa Retail Ventures, 100 Feet, Thanisandra, Nagawara Village, Bangalore",Cream & Fudge,3.1,6,Nagawara
"420, CMR Road, HRBR Layout, 2nd Block, Sena Vihar, Kalyan Nagar, Bangalore",Breezy Cow Bar,4.0,96,Kalyan Nagar
"Plama Heights, 4, Hennur Bagalur Road, Hennur Bande, Hennur, Bangalore",The Milkshake Theory,3.5,17,Hennur
"2075, 4th Cross, Block 2, H.R.B.R Layout, B.B.M.P East, Kalyan Nagar, Bangalore",XO Belgian Waffle,0.0,0,Kalyan Nagar
"625/5, Near South Indian Bank, Geddalahalli Village, Hennur Main Road, Hennur, Bangalore",Fine Food Restaurant,3.4,26,Hennur
"5, Behind Manyatha Tech Park, Dr SRK Road, Nagawara, Bangalore",The Fiery Indian Kitchen,3.5,49,Nagawara
"Shop 115, 10th Cross, Near Dooravani Medical, Hemavathi Street, Rammurthy Nagar, Bangalore",Food Time Now,3.1,10,Rammurthy Nagar
"82, Opposite Manyatha Tech Park, Outer Ring Road, Nagawara, Bangalore",Meghana Biriyanis,3.9,375,Nagawara
"4/C-513, 1st Floor, Opposite To Axis Bank, 4th Cross, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Countryside - The Taste of Chettinad,3.9,293,Kalyan Nagar
"417, 5th Main Road, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Hungry Vihaari,3.9,36,Kalyan Nagar
"412, First Floor, 1st Avenue, 5th Main Road, HRBR Layout, 2nd Block, Kalyan Nagar, Bengalore",Bunty's Belly,0.0,0,Kalyan Nagar
"3826, Mariyappa Circle, Near Jalvayu Vihar, Kammanahalli Main Road, Kammanahalli, Bangalore",Regency Park,3.6,147,Kammanahalli
"M FAR, Manyata Tech Park, Phase 4 Nagawara, Nagawara, Bangalore",Kobe Sizzlers,4.0,398,Nagawara
"9, Babusa Palya, Agara Main Road, Near Heritage Fresh, Kalyan Nagar, Bangalore",Curries & Chillies,3.1,13,Kalyan Nagar
"4th Cross, CMR Road, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",UBQ By Barbeque Nation,3.1,14,Kalyan Nagar
"35, Shop 3, Ashwathappa Layout, 7th Main 80 feet Road, S.B Palya, Kalyan Nagar, Bangalore",Oye Hoye,3.8,69,Kalyan Nagar
"Food Court, Manyata Tech Park, Nagawara, Bangalore",Baskin Robbins,3.7,35,Nagawara
"42, 2nd Cross, P&T Layout, Horamavu Main Road, Banaswadi, Bangalore",Ambujam's Chettinad Mess,3.5,20,Banaswadi
"Opposite Manyata Tech Park, Outer Ring Road, Nagawara, Bangalore",Andhra Biryanis,4.0,469,Nagawara
"1253, Near Horamavu Signal, Outer Ring Road, Dodda Banaswadi, Banaswadi, Bangalore",Bhagini,2.3,119,Banaswadi
"5th cross, Lakshmanna Layout, Banaswadi, Bangalore",Chinnu's Mane Biryani,3.5,10,Banaswadi
"96/3, HRBR Layout, 2nd Block, 4th Cross, Mariappa Circle, Kalyan Nagar, Bangalore",K.G.N Kabbab Corner,4.0,83,Kalyan Nagar
"19, Kempe Gowda Underpass Road, East of NGEF Layout, Dooravani Nagar, Rammurthy Nagar, Bangalore",Desi Grill,3.0,60,Rammurthy Nagar
"46, 80 Feet Road, Opposite HP Petrol Pump, HBR Layout, Bangalore",Zyara,3.9,191,HBR Layout
"227, 7th Main, HRBR 2nd Block, 80 Feet Road, Kalyan Nagar, Bangalore",Aroma Spice,3.7,83,Kalyan Nagar
"118, Outer Ring Road, Kallumantapa, Horamavu, Banaswadi, Bangalore",Le Spice Restaurant,3.4,122,Banaswadi
"3&4, Goddalahalli, Main Road, Hennur, Bangalore",Kadai Restaurant,2.9,27,Hennur
"Near Sena Vihar, Kammanahalli Main Road, Kammanahalli, Bangalore",Pathaan Sir,3.3,58,Kammanahalli
"407, 1st Floor, 4th Main, Kammanahalli Main Road, Kammanahalli, Bangalore",Hyderabad Biryaani Palace,3.7,301,Kammanahalli
"4C, 525 2nd Block Extension, CMR Road, Kalyan Nagar, Bangalore",Kesar Sweet Shop And Fast Food,3.9,47,Kalyan Nagar
"1st Floor, L.G.R. Complex, Chelekere Ring Road, Kalyan Nagar, Bangalore",Delicacy,4.1,448,Kalyan Nagar
"3/1, 202-AC, Ground Floor, 2nd Main, Kasturinagar",Jambudweepa Juice Bar,3.8,24,Banaswadi
"Kammanahalli, Bangalore",Kettle & Kegs,2.9,9,Kammanahalli
"2 & 3, 22/85, 4th Cross, Munivenkatappa Layout, Nagawara, Bangalore",Pizza Baker's,3.3,17,Nagawara
"3, Chairman Layout, Banaswadi Main Road, Banaswadi, Bangalore",Sri Banashankari Donne Biriyani,3.8,74,Banaswadi
"116, Horamavu Signal, Banaswadi Area, Banaswadi, Bangalore",Sri Durga Nellore Mess,3.3,351,Banaswadi
"202, 4th Main Road 2nd A Cross, OMBR Layout, Banaswadi, Bangalore",Mystery House,3.4,6,Banaswadi
"Ground Floor, MFAR, Manyata Tech Park, Phase 4, Nagawara, Bangalore",Serranos Mexican Grill,3.7,86,Nagawara
"4C-319, 4th Main,Opposite Shiva Parvati Kalyanamantapa, OMBR Layout, Banaswadi, Bangalore",Global Flavors,3.5,131,Banaswadi
"Vyalikaval HBCS Layout, Near JMJ Hospital, Nagawara, Bangalore",Kitchen King,3.8,306,Nagawara
"18, 7th Main, 80 Feet Road, HRBR Layout, 2nd Block, Kalyan Nagar, Bangalore",New Kadai,3.4,23,Kalyan Nagar
"10, Next To Manyata Tech Park, Outer Ring Road, Nagawara, Bangalore",Biriyani House,3.7,600,Nagawara
"2, Erappe Reddy Complex, Banaswadi Main Road, Banaswadi, Bangalore",Ranga's Paradise,3.3,38,Banaswadi
"285, 10th Main, 100 Feet Road, Ankanna Reddy Layout, Doddabanswadi, Next to Andhra Bank, Banaswadi, Bangalore",M.M.A Kabab Rolls & Biriyani Center,3.6,92,Banaswadi
"Near Manyata Tech Park, Nagawara, Bangalore",Hotel Kakatiya,3.7,49,Nagawara
"7,100 Feet Road, Muniswami Reddy Layout, Tillak Nagar, Banaswadi, Bangalore",Momma's Pastries Fine Bakery And Cafe,3.4,10,Banaswadi
"7th Main Road, 1st Block, HRBR Layout, Kalyan Nagar, Bangalore",2 Statez,3.7,209,Kalyan Nagar
"#4, C- 118 OMBR LAYOUT, NEXT TO HDFC BANK, SIZZLING SZECHUAN BANASWADI, BANGALORE",Hongkong Noodles,3.8,80,Kalyan Nagar
"2/1, Next To Maruti Medicals, Jayamma Complex, Near Bus Stop, Nagawara, Bangalore",D-Zaprino,0.0,0,Nagawara
"5M- 624/3, OMBR Layout, Banaswadi, Bangalore",Cafezone,3.7,27,Banaswadi
"42, OMBR Layout Main Road, Near Reliance Fresh, Banaswadi, Bangalore",Curries & Chillies,3.3,19,Banaswadi
"401, Ground Floor, Next to Murali Gas Agency, 5th Main, CMR Road, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Chaat Street,4.1,498,Kalyan Nagar
"62 Ramamurthy Nagar Main Road, Banaswadi (Next to Indian Bank) Bangalore",29 Degrees North,3.9,283,Banaswadi
"8, Ramamurthi Nagar Main Road, RR Layout, Rammurthy Nagar, Bangalore",Dr. Harry's Chick Blast,3.5,26,Rammurthy Nagar
"K-1A, 4th Floor, MSR Elements Mall, Thanisandra Main Road, Nagawara, Bangalore",Smoke - The Sizzler House,2.8,100,Nagawara
"Opposite Manyatha Tech Park, Beside Honda Service Centre, Nagawara, Bangalore",Aroma's Hyderabad House,4.2,533,Nagawara
"18, 2nd H Cross, Dodda Banaswadi Main Road, Near Post Office, Banaswadi, Bangalore",American Desserts,3.6,23,Banaswadi
"653,/2, Annaiah Reddy Layout, 100 Feet Road, Banaswadi, Bangalore",Sufi Restaurant & Cafe,3.7,105,Banaswadi
"2, Ground Floor, Kammanahalli Main Road, Jal Vayuvihar Circle, Kammanahalli, Bangalore",Chickpet Donne Biryani House,3.8,185,Kammanahalli
"703, 3rd Cross, 1st Block, Hrbr layout, Kalyan Nagar, Bangalore",Dhadoom,3.8,22,Kalyan Nagar
"G1, Mfar Manyatha Tech Park, Thanisandra, Nagawara, Bangalore",Hatti Kaapi,3.6,33,Nagawara
"HRBR layout, 5AC 430,5th A cross , service road 2nd block ,Close to Girias, Ring Road, Kalyan Nagar, Bangalore",Mainland China,4.5,1013,Kalyan Nagar
"355, 3rd C Main Road, OMBR Layout, Bennigana Halli, Banaswadi, Bangalore",T-hut Cafe,3.6,21,Banaswadi
"Opposite Kristu Jayanthi College, Hennur, Bangalore",Kolkata Famous Kati Rolls,3.8,53,Hennur
"5C/501, George Court, HRBR Layout, 2nd Block, Kalyan Nagar, Bangalore",Khyma Biryani,3.9,240,Kalyan Nagar
"115, Next To Big Bazaar, Service Road, Vijaya Bank Colony, Banaswadi, Bangalore",Kolkata Rolls & Chowmein,3.5,35,Banaswadi
"33, 1st Floor, Horamavu Main Road, Banaswadi Area, Banaswadi, Bangalore",Chung Wah,3.3,145,Banaswadi
"11/12, 1st Floor, Raghu Building, 1st Cross, Horamavu Main Road, Banaswadi, Bengaluru",Sri Ruchi Restuarant,3.7,71,Banaswadi
"414, CMRC Road, 4th Cross, HRBR Layout, Kalyan Nagar, Bangalore",Olive Garden,3.7,214,Kalyan Nagar
"JBJ Complex, Service Road, 5th Block, HRBR Layout, Nagawara Circle, Nagawara, Bangalore",Spice Corner,3.5,16,Nagawara
"5AC-418, First Floor, 5A Cross, Second Stage, HRBR Layout, Kalyan Nagar, Bangalore",Mani's Dum Biryani,3.5,119,Kalyan Nagar
"Shop #417, Ground Floor, 5th Main, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Chichaba's Taj,3.8,289,Kalyan Nagar
"2, Outer Ring Road, Rammurthy Nagar, Bangalore",Tamarind,2.7,227,Rammurthy Nagar
"80, Near Empire Restaurant, Nehru Main Road, Kammanahalli, Bangalore",Sreeraj Lassi Bar,4.0,120,Kammanahalli
"39, Yadava Layout, Arvindnagar, Near Honest Bakery, Kammanahalli, Bangalore",Rahhams,3.5,312,Kammanahalli
"419, 7th Main Road, HRBR Layout, 2nd Block, Kalyan Nagar, Bangalore",Spice Kitchen,3.9,321,Kalyan Nagar
"403, 5th Main, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",The Juice Shop - Juicery And Kitchen,3.9,39,Kalyan Nagar
"382, Byreveshware Complex, Outer Ring Road, Next To-Manyatha Tech Park, Nagawara, Bangalore",Sri Sai 99 Variety Dosa,3.7,27,Nagawara
"412, 4th Cross, CMR Road, 2nd Block HRBR Layout, Kalyan Nagar, Bangalore",Roll Over,4.1,174,Kalyan Nagar
"12, Opposite Hennur Bus DPO, Hennur, Bangalore",SV Indian Restaurant,3.5,13,Hennur
"Opposite To Kristu Jayanti College, K Narayanapura, Hennur, Bangalore",Zamorin's Mappillah Biryani,0.0,0,Hennur
"30, B.R.Plaza, 4th Floor, 4th Cross, CMR Road, HRBR Layout, Kalyan Nagar, Bangalore",Brewklyn Microbrewery,4.4,2329,Kalyan Nagar
"229, Third Floor, 7th Main Road, HRBR Layout, 2nd Block, Kalyan Nagar, Bangalore",Teburu,4.4,203,Kalyan Nagar
"3157, 2nd Block, Near Petrol Pump, HBR Layout, Bangalore",Aqni,3.9,358,HBR Layout
"403, Mariappa Road, Off Kammanahalli Main Road, Near Sena Vihar, Kammanahalli, Bangalore",OKI,4.5,418,Kammanahalli
"7m-424, HRBR Layout, 1st Block, 80 Feet Road, Kalyan Nagar, Bangalore",Float Brewery,4.3,416,Kalyan Nagar
"49/83/5, Ground Floor, Outer ring Road, Near Manyata Tech Park, Nagawara, Bangalore",Swagatham Delux - Rayalaseema Spices,3.4,24,Nagawara
"Shop 535/1, Ground Floor, GB Grace Town, Safir Mansion, Hennur Main Road, Kalyan Nagar, Bangalore",Awesome Biryani,0.0,0,Kalyan Nagar
"Shop 57/2, Hennur Depot, HP Petrol Pump, 2nd Cross, Opposite SBI Bank, KK Halli, Kammanahalli, Bangalore",Coorg Lunch Home,3.6,57,Kammanahalli
"Mathrushee Complex, Maruthi Layout, Behind Relience Fresh, Hennur Cross, Bengaluru., Hennur, Bangalore",Thalassery Plaza,3.6,30,Hennur
"59, 10th Cross,10th Main, 4th Block, Maruthi Layout, HBR Layout, Bangalore",Naina Nand Food Express,3.3,8,HBR Layout
"Shop 23, 4th Cross, Above Reliance Fresh, OMBR layout, Banaswadi, Bangalore",Noodles,3.8,98,Banaswadi
"214, First Floor, 5th Main, B Cross, HRBR Layout, Kammanahalli, Bangalore",Huko Mukho Hangla,4.0,175,Kammanahalli
"420, 5th Cross, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",7 Plates,3.6,519,Kalyan Nagar
"Plot 30, 3rd Cross, 5th Main Road, 2nd block, HRBR Layout, Kalyan Nagar, Bangalore",Kanthari,3.9,93,Kalyan Nagar
"2116, 4th Cross, CMR Road, 2nd Block, Kalyan Nagar, Bangalore",Donne Biriyani Mane,3.7,220,Kalyan Nagar
"2075, 4th Cross Road, HRBR Layout 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",The Feast Fries,0.0,0,Kalyan Nagar
"Ground Floor, Mfar Holdings PVT. LTD, Phase 4, MS Ramaiah North City, Manyata Tech Park, Nagawara, Bangalore",Madurai Canteen,2.9,38,Nagawara
"2, Maruthi Towers, 9th B Main, Chairmans Layout, 100 Feet Road, Banaswadi, Bangalore",Saffron Vegetarian Cuisine,4.0,667,Banaswadi
"3C 611, 2nd Cross, 6th A Main, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",Cafe P Square,3.8,26,Kalyan Nagar
"402, 4th Cross, Kalyan Nagar, Bangalore",China Pearl,4.1,155,Kalyan Nagar
"9, Babasapalya Main Road, Kalyan Nagar, Bangalore",Indie Fusion Multi Cuisine Restaurant,3.3,4,Kalyan Nagar
"80 Feet Road, Subbianaipalya, Opposite Patil Public School, Kalyan Nagar, Bangalore",Manasa Fishland,4.1,201,Kalyan Nagar
