index,name,online_order,book_table,rate,votes,location,rest_type,cuisines,listed_in(type),listed_in(city),approx_cost
424,The Spice Saga,1,0,3.7,124,48,24,411,2,1,100.0
425,Dakshin Cafe,1,0,3.7,19,48,73,2149,2,1,150.0
427,Kaulige Millet Corner,1,0,3.3,4,4,73,1278,2,1,150.0
428,Ifruit Ice Cream,1,0,3.3,4,48,37,1058,2,1,150.0
429,Havmor,1,0,3.8,21,4,37,1302,2,1,175.0
430,Grand Food,1,0,3.4,8,1,74,2157,2,1,100.0
431,Dining Hut,1,0,3.5,10,48,73,1760,2,1,50.0
433,Desi Swaad,1,0,3.5,10,48,73,1585,2,1,75.0
434,Yummy Momos,1,0,3.2,4,48,73,1548,2,1,150.0
435,Masale Daan,1,0,3.1,4,1,36,1585,2,1,100.0
437,Grow Fit,1,0,3.6,16,29,86,1269,2,1,150.0
441,Sandwich Hub,1,0,3.4,12,31,73,1187,2,1,125.0
443,Udupi Sri Krishna Cafe,1,0,3.9,14,31,24,1935,2,1,350.0
444,Starlite Bakery & Fastfood,1,0,3.7,0,31,73,1750,2,1,125.0
445,Veganbreak24x7,1,0,2.8,5,13,86,2180,2,1,100.0
446,Aadhya Hotel,1,0,3.3,5,4,25,2227,2,1,150.0
447,Dodda Mane Baaduta,1,0,3.5,15,1,73,1952,2,1,200.0
448,Swadd Kitchen,1,0,3.4,4,4,24,1819,2,1,350.0
450,Happy Chopsticks,1,0,3.6,17,4,73,741,2,1,600.0
453,Udupi Upachar,1,0,3.3,6,1,73,2221,2,1,100.0
454,Davanagere Benne Dose Hut,1,0,3.4,10,1,73,2149,2,1,400.0
456,Jalsa,1,1,4.1,775,1,24,1894,2,1,250.0
457,Subz,1,1,4.2,2022,31,24,1935,2,1,100.0
460,Cafe Shuffle,1,1,4.2,150,1,16,629,2,1,400.0
461,Mint and Mustard,1,0,4.0,232,4,24,1649,2,1,300.0
462,Chinese Square,1,0,3.9,38,4,73,700,2,1,450.0
464,Punjabi Raswada,1,1,3.5,431,31,24,1585,2,1,200.0
465,Vinny's,1,1,4.2,2115,1,24,2043,2,1,125.0
466,Chetty's Corner,1,0,3.4,30,83,73,1122,2,1,150.0
467,Kapoor's Cafe,1,0,4.2,150,31,24,1585,2,1,200.0
468,Donne Biryani & Kabab Corner,1,0,3.3,12,48,73,717,2,1,175.0
469,Sukh Sagar,1,0,3.8,155,31,24,2238,2,1,300.0
470,S M V Snacks Corner,1,0,3.7,33,4,73,1092,2,1,50.0
471,Andhra Ruchulu,1,1,4.1,666,31,25,59,2,1,225.0
473,Steaming Mugs,1,0,3.9,240,4,16,475,2,1,200.0
474,San Churro Cafe,1,0,3.8,918,1,19,653,2,1,50.0
475,Rajathadri Food Fort,1,0,4.0,465,31,24,2238,2,1,75.0
476,Brew Meister,1,1,4.1,970,31,65,1804,2,1,100.0
477,Rasoi,1,0,3.3,128,1,73,1649,2,1,200.0
478,Mr. Singh Da Dhaba,1,0,3.6,241,48,73,1649,2,1,125.0
479,Kababs N Biryani,1,0,3.4,22,1,73,2149,2,1,50.0
480,Ayodhya Upachar,1,0,4.3,734,1,73,2238,2,1,300.0
481,Biriyani Mane,1,0,3.8,130,31,73,1623,2,1,100.0
482,Cafe Ajfan,1,0,4.2,261,31,16,546,2,1,250.0
483,Brundhavana Food Point,1,0,4.0,191,48,73,2239,2,1,200.0
484,SLV Corner Restaurant,1,0,4.1,364,4,24,2192,2,1,375.0
486,Hotel New Karavali,1,0,3.8,133,1,73,1496,2,1,50.0
487,The Krishna Grand,1,0,3.9,888,1,24,1962,2,1,150.0
488,360 Atoms Restaurant And Cafe,1,0,3.1,13,1,16,532,2,1,75.0
489,Roti Ghar,1,0,3.9,750,4,24,1760,2,1,75.0
490,The Coffee Shack,1,1,4.2,164,1,16,532,2,1,100.0
492,Kettle & Kegs,1,0,3.2,6,1,36,2328,2,1,125.0
493,Baisakhi,1,0,3.8,527,4,24,1585,2,1,200.0
494,Corner House Ice Cream,0,0,4.3,345,1,37,1302,3,1,200.0
495,Poonam Sweets,0,0,4.4,356,1,83,1520,3,1,200.0
496,XO Belgian Waffle,1,0,3.7,17,1,37,1041,3,1,100.0
497,Old Mumbai Ice Cream,1,0,3.9,38,1,37,1295,3,1,175.0
498,Cake of the Day,0,0,3.7,78,1,3,222,3,1,150.0
499,Amma's Pastries,0,0,3.8,60,1,37,222,3,1,250.0
500,Kanti Sweets,1,0,4.0,115,1,83,1531,3,1,75.0
501,Sugar Rush,0,0,3.8,39,1,0,230,3,1,150.0
502,Polar Bear,1,0,3.9,116,1,37,1305,3,1,50.0
503,San Churro Cafe,1,0,3.8,918,1,19,653,3,1,150.0
504,Anand Sweets and Savouries,0,0,3.7,46,1,84,1531,3,1,75.0
505,Ibaco,1,0,3.9,41,1,37,1035,3,1,300.0
506,Kirthi's Biryani,1,0,3.8,144,1,16,720,3,1,150.0
507,The Lassi and Juice Park,0,0,3.8,28,1,13,1383,3,1,99.5
508,Stoned Monkey,1,0,4.3,860,1,37,1058,3,1,400.0
509,Parimala Sweets,0,0,3.5,14,1,83,1531,3,1,125.0
510,The Big O Bakes,0,0,4.0,66,1,0,230,3,1,250.0
511,Shree Mahalakshmi Sweets,1,0,3.2,8,1,83,1531,3,1,125.0
512,Keventers,1,0,3.7,54,1,13,1046,3,1,150.0
513,Dessert Rose,0,0,3.5,7,1,37,1035,3,1,100.0
514,Thanco's Natural Ice Creams,0,0,3.2,9,1,37,1295,3,1,150.0
515,Corner Stone,0,0,3.6,42,1,14,308,3,1,250.0
516,Kaggis,0,0,3.8,64,1,73,1099,3,1,50.0
517,Cocoa Bakes,1,0,3.6,14,1,0,230,3,1,100.0
518,Floured-Baked With Love,0,0,3.8,45,1,86,222,3,1,400.0
519,CAFE NOVA,0,0,3.2,11,1,16,496,3,1,500.0
520,Cakes & Slices,0,0,3.5,13,1,0,230,3,1,50.0
521,Arun Ice Cream,0,0,3.4,7,1,37,1302,3,1,75.0
522,Just Bake,0,0,3.4,8,1,0,230,3,1,300.0
525,Kwality Wall's Swirl's Happiness Station,0,0,2.9,25,1,37,1302,3,1,375.0
527,Sweet N Swirl,0,0,3.2,17,1,37,1058,3,1,100.0
532,Sweet Truth,1,0,3.9,35,1,36,230,3,1,150.0
533,Waffle-A-Go Go,1,0,3.9,70,1,37,1147,3,1,400.0
535,Sri Venkateshwara Sweet Meat Stall,0,0,4.0,98,4,84,1534,3,1,400.0
536,Baskin Robbins,0,0,3.7,25,4,37,1302,3,1,100.0
537,Redberrys,1,0,4.0,219,4,16,622,3,1,400.0
538,Amande Patisserie,1,0,4.0,73,4,0,250,3,1,100.0
539,Srinivasa Brahmins Bakery,0,0,3.6,16,4,5,255,3,1,225.0
540,Jain Bakes,0,0,3.6,8,4,0,230,3,1,100.0
541,Cake Ghar,1,0,3.8,15,4,0,222,3,1,500.0
542,KC Das - Sweet Spot,0,0,3.6,46,4,84,1531,3,1,100.0
544,Diabetics Dezire Sugarless Sweets and Bakes,1,0,3.3,13,4,44,1065,3,1,350.0
545,Cake Yard,1,0,3.3,9,4,37,1035,3,1,400.0
546,Iceberg Icecreams,1,0,4.0,43,4,37,1058,3,1,300.0
547,A2B Veg - Adyar Ananda Bhavan,1,0,2.7,97,4,24,2238,3,1,750.0
549,Sri Krishna Sweets,1,0,3.7,22,4,83,1522,3,1,150.0
550,Cake Art,0,0,3.5,15,4,5,222,3,1,150.0
552,Asha Sweets Centre,1,0,3.6,27,4,37,1092,3,1,100.0
554,The Krishna Grand,1,0,3.9,888,1,24,1962,4,1,100.0
555,Sea Spice by 7 Star,1,1,4.0,349,1,24,2109,4,1,200.0
556,Mini Punjabi Dhaba,1,0,4.2,287,1,73,1585,4,1,350.0
557,Onesta,1,1,4.6,2556,1,26,2028,4,1,150.0
558,Wamama,1,1,4.2,354,1,24,190,4,1,275.0
559,Jalsa,1,1,4.1,775,1,24,1894,4,1,250.0
560,Vinny's,1,1,4.2,2115,1,24,2043,4,1,150.0
561,Jcubez,0,1,3.8,977,1,57,1207,4,1,375.0
562,Gustoes Beer House,0,0,4.1,868,1,68,958,4,1,200.0
563,Penthouse Cafe,1,0,4.0,324,1,16,629,4,1,250.0
564,Spice Elephant,1,0,4.1,787,1,24,816,4,1,250.0
565,Smacznego,1,0,4.2,504,1,16,654,4,1,100.0
566,CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Down The Alley,1,0,4.1,402,1,16,475,4,1,100.0
567,Cafe Shuffle,1,1,4.2,150,1,16,629,4,1,250.0
568,The Coffee Shack,1,1,4.2,164,1,16,532,4,1,200.0
569,Peppy Peppers,0,0,4.2,244,1,24,1356,4,1,75.0
570,Anna Kuteera,1,0,4.0,771,1,24,2224,4,1,200.0
571,Szechuan Dragon,1,0,4.2,1647,1,24,845,4,1,75.0
572,1947,0,1,4.0,808,1,24,1649,4,1,75.0
573,Caf-Eleven,0,0,4.0,424,1,16,538,4,1,200.0
574,Thamboola,1,0,3.9,135,1,24,1684,4,1,200.0
576,Havyaka Mess,0,0,3.9,28,1,62,2149,4,1,150.0
577,San Churro Cafe,1,0,3.8,918,1,19,653,4,1,200.0
578,Cafe Vivacity,1,0,3.8,90,1,16,475,4,1,400.0
579,Chung Wah,1,0,3.9,519,1,24,771,4,1,200.0
580,Vietnamese Kitchen,1,0,3.6,105,1,24,2364,4,1,150.0
581,Blue Wings Bar & Restaurant,0,0,3.7,43,1,7,1649,4,1,350.0
582,Anand Sweets and Savouries,0,0,3.7,46,1,84,1531,4,1,75.0
583,Catch-up-ino,1,0,3.9,133,1,16,604,4,1,250.0
584,Kirthi's Biryani,1,0,3.8,144,1,16,720,4,1,100.0
585,T3H Cafe,0,0,3.9,93,1,16,623,4,1,150.0
586,Srikrishna Bhavan,1,0,3.8,42,1,73,2224,4,1,50.0
587,Dal Tadkaa,1,0,2.5,247,1,24,1585,4,1,200.0
588,360 Atoms Restaurant And Cafe,1,0,3.1,13,1,16,532,4,1,250.0
589,New Imperial Restaurant,0,0,3.7,39,1,24,1649,4,1,150.0
590,The Vintage Cafe,1,0,3.0,62,1,16,611,4,1,150.0
591,Green Gardenia,1,0,3.8,160,1,24,1649,4,1,125.0
592,Parimala Sweets,0,0,3.5,14,1,83,1531,4,1,175.0
593,Vaishali Deluxe,0,0,3.8,42,1,24,1649,4,1,200.0
594,Paradise Premium,1,0,3.1,119,1,24,336,4,1,300.0
595,Kadala Tarangaa,1,0,3.6,129,1,24,1491,4,1,150.0
597,Vi Ra's Bar and Restaurant,0,0,3.3,62,1,6,2224,4,1,75.0
599,Sri Yaksha Shiv Sagar,1,0,3.6,24,1,24,1649,4,1,200.0
601,Nandhini Deluxe,0,0,2.6,283,1,24,1585,4,1,75.0
602,Corner Stone,0,0,3.6,42,1,14,308,4,1,150.0
603,Karavali Fish Center,0,0,3.4,10,1,73,1480,4,1,100.0
604,Ayda Persian Kitchen,0,0,3.7,39,1,24,1844,4,1,150.0
605,J Spice,1,0,3.8,59,1,24,1649,4,1,75.0
606,Swadesh Tadka,1,0,3.5,179,1,24,1669,4,1,250.0
607,Iyer's Tiffin Centre,0,0,3.8,62,1,73,2176,4,1,150.0
608,Kydz Adda,0,0,3.4,6,1,24,866,4,1,100.0
609,K27 - The Pub,0,0,3.1,30,1,6,778,4,1,100.0
610,Kotian Karavali Restaurant,0,0,3.5,10,1,73,2160,4,1,250.0
611,Food Box Cafe,0,0,3.6,36,1,24,1571,4,1,200.0
612,Hide Out Cafe,0,0,3.7,31,1,16,475,4,1,50.0
614,CAFE NOVA,0,0,3.2,11,1,16,496,4,1,200.0
615,Darbar,0,0,3.0,98,1,6,1649,4,1,125.0
616,Sri Ganesh Juice and Chats,0,0,3.5,18,1,14,1394,4,1,300.0
617,Manifest Cafe,0,0,3.5,10,1,24,2224,4,1,150.0
618,Beijing Bites,0,0,2.7,128,1,24,839,4,1,75.0
620,The Pizzeria,1,0,2.8,45,1,24,2045,4,1,125.0
621,Sri Krishna Sagar,1,0,3.2,119,1,24,1649,4,1,200.0
622,Lassi Stop,1,0,3.4,12,1,14,299,4,1,100.0
624,Sea Green Cafe,0,0,3.3,4,1,16,598,4,1,150.0
629,As On Fire,1,0,3.5,41,79,55,2036,4,1,150.0
630,Pizza Hut,1,0,3.7,405,1,24,2034,4,1,125.0
631,New Prashanth Hotel,1,0,3.9,388,1,24,420,4,1,125.0
632,Taaza Thindi,0,0,4.7,651,1,73,2149,4,1,200.0
634,Ayodhya Upachar,1,0,4.3,734,1,73,2238,4,1,100.0
635,Petoo,0,0,3.7,21,1,73,1585,4,1,125.0
636,Roving Feast,0,0,4.0,1047,1,73,1336,4,1,200.0
637,KFC,1,0,3.8,505,1,73,457,4,1,175.0
638,Five Star Chicken,0,0,3.6,55,1,73,1114,4,1,125.0
639,Gama Gama,1,0,3.9,264,1,73,2149,4,1,250.0
640,Hotel New Karavali,1,0,3.8,133,1,73,1496,4,1,375.0
642,McDonald's,1,0,3.9,286,1,73,457,4,1,600.0
643,Sri Laxmi Venkateshwara Coffee Bar,0,0,4.4,343,1,73,2149,4,1,175.0
644,Bhattara Bhojana,1,0,3.6,66,1,73,2149,4,1,300.0
645,Davanagere Benne Dose Hut,1,0,3.4,10,1,73,2149,4,1,400.0
646,Utsav Restaurant,1,0,3.8,61,1,73,1649,4,1,400.0
647,Messy Bowl,0,0,3.8,70,1,73,1102,4,1,400.0
648,Devanna Dum Biriyani Centre,1,0,3.6,28,1,73,429,4,1,650.0
649,Janahaar,1,0,3.8,70,1,73,2149,4,1,600.0
650,Stop 'N' Joy,1,0,3.8,28,1,73,1092,4,1,350.0
651,Dodda Mane Baaduta,1,0,3.5,15,1,73,1952,4,1,400.0
652,Chickpet Donne Biryani House,1,0,3.8,131,1,73,333,4,1,275.0
653,Brahmin Cafe,0,0,3.8,19,1,73,2149,4,1,250.0
654,Chumma Delicious,1,0,3.7,237,1,73,2198,4,1,300.0
655,Udupi Upachar,1,0,3.3,6,1,73,2221,4,1,250.0
656,Bengaluru Coffee House,1,0,4.1,201,1,73,2238,4,1,400.0
657,Foodiction,1,0,2.8,506,1,73,1827,4,1,225.0
658,The Biryani Cafe,0,0,4.1,520,1,73,355,4,1,300.0
660,Banashankari Donne Biriyani,1,0,3.8,104,1,73,366,4,1,425.0
661,Addhuri Udupi Bhojana,0,0,3.7,88,1,73,2221,4,1,225.0
662,Vasanth Vihar - Since 1965,1,0,3.6,95,1,73,2262,4,1,400.0
663,Subway,1,0,3.7,136,1,73,2085,4,1,500.0
664,SGS Non Veg - Gundu Pulav,1,0,3.8,101,1,73,366,4,1,150.0
665,Udupi Ruchi Grand,1,0,4.2,60,1,73,2238,4,1,400.0
666,Hotel Mangala,0,0,3.9,88,1,73,2149,4,1,325.0
667,Simple Thindies,0,0,3.5,8,1,73,2149,4,1,450.0
668,Rolls On Wheels,0,0,3.4,145,1,73,1185,4,1,350.0
669,Chilli Flakes,1,0,3.6,46,1,73,1154,4,1,350.0
670,Kababs N Biryani,1,0,3.4,22,1,73,2149,4,1,200.0
671,Udupi Ruchi,1,0,3.9,57,1,73,2238,4,1,400.0
672,SLV Swadishta,0,0,3.8,189,1,73,2149,4,1,350.0
673,Kolbeh,0,0,3.7,22,1,73,1092,4,1,150.0
674,Kolkata Kathi Roll's,1,0,3.6,18,1,73,1182,4,1,150.0
675,Mylari Biryani Family Restaurant,1,0,3.7,73,1,73,366,4,1,250.0
676,Upahar Sagar,0,0,3.8,39,1,73,2184,4,1,200.0
677,Domino's Pizza,1,0,3.9,540,1,73,2034,4,1,225.0
678,New Sagar Fast Food,0,0,3.6,71,1,73,1935,4,1,200.0
679,Namma Biryani,1,0,3.6,24,1,73,358,4,1,350.0
681,Parama Ruchi,0,0,3.5,11,1,73,2238,4,1,100.0
682,Thrilok Restaurant,0,0,3.4,9,1,73,1488,4,1,350.0
683,Meat And Eat,0,0,3.5,12,1,73,1114,4,1,350.0
684,Ande Ka Funda,1,0,3.8,120,1,73,1830,4,1,300.0
685,Dakshin Grand,1,0,3.0,82,1,73,2238,4,1,250.0
686,Chicken Hunt,1,0,3.5,88,1,73,2227,4,1,400.0
688,Maruthi Davangere Benne Dosa,1,0,4.0,17,1,73,2149,4,1,100.0
690,Pizza Stop,1,0,3.0,87,1,73,2037,4,1,300.0
691,Madhappa Hindu Military Hotel,1,0,3.4,14,1,73,2149,4,1,250.0
692,Krishna Sagar,0,0,3.5,31,1,73,1585,4,1,300.0
693,Hanumanthanagar Biryani Junction,0,0,3.5,17,1,73,2149,4,1,150.0
694,Faasos,1,0,4.2,415,1,73,1637,4,1,150.0
695,Rasoi,1,0,3.3,128,1,73,1649,4,1,475.0
696,SLV Refreshment,0,0,4.1,94,1,73,2149,4,1,375.0
697,Kaggis,0,0,3.8,64,1,73,1099,4,1,300.0
698,Chatar Patar,0,0,3.7,65,1,73,1199,4,1,75.0
699,Seven Star,1,0,3.4,7,1,73,1649,4,1,250.0
700,SVKP Daily Fresh,0,0,3.3,5,1,73,2149,4,1,500.0
701,Kidambi's Kitchen,0,0,3.5,52,1,73,2149,4,1,150.0
702,Ruchi's Corner,1,0,2.7,123,1,73,1092,4,1,250.0
703,Tandoori Knight,1,0,3.0,290,1,73,1676,4,1,150.0
704,Utsav,1,0,3.7,59,1,73,1995,4,1,250.0
705,Mane Thindi,0,0,3.7,130,1,73,2149,4,1,300.0
706,Fast And Fresh,1,0,2.8,91,1,73,1700,4,1,400.0
707,New Gowda's Fried Chicken,1,0,3.3,12,1,73,333,4,1,75.0
708,Juicy Momos,1,0,3.5,80,1,73,2354,4,1,250.0
709,Donne Biriyani House,1,0,3.9,441,1,73,2227,4,1,425.0
710,Srinagar Kabab Corner,0,0,3.4,10,1,73,1585,4,1,200.0
711,Sri Venkateshwara Chat Centre,0,0,3.5,12,1,73,2278,4,1,400.0
712,Vinay Bhel Corner,0,0,3.4,7,1,73,2278,4,1,200.0
713,Spice 9,0,0,3.4,8,1,73,405,4,1,75.0
715,Naveen Kabab & Biriyani Mane,0,0,3.2,9,1,73,333,4,1,175.0
716,Nandi Chats and Juice,0,0,3.6,47,1,73,2278,4,1,250.0
717,Atithi Point Ande Ka Funda,0,0,3.1,29,1,73,1585,4,1,450.0
724,Just Shawarma,1,0,3.8,66,1,73,107,4,1,350.0
725,Aramane Donne Biryani,1,0,3.1,28,1,73,333,4,1,75.0
726,FOOD ADDA,0,0,3.2,4,1,73,1092,4,1,250.0
727,New Mangalore Lunch Home,0,0,3.3,7,1,73,1496,4,1,200.0
728,Hotel Nisarga,0,0,3.2,5,1,73,1935,4,1,375.0
729,Coffee Bytes,0,0,3.1,6,1,73,1195,4,1,325.0
730,Parjanya Chat Zone,0,0,3.3,17,1,73,2295,4,1,50.0
731,Yo Roll Corner,0,0,3.0,27,1,73,2316,4,1,150.0
732,New Quality Dum Biryani,0,0,3.1,9,1,73,333,4,1,100.0
733,Sri Lakshmi Kabab Center,0,0,3.3,4,1,73,1397,4,1,225.0
739,Tasty Bites,0,0,3.7,21,1,73,1178,4,1,225.0
740,Raams Chicken,0,0,3.6,22,1,73,49,4,1,225.0
741,Panchami,0,0,3.0,15,1,73,1649,4,1,100.0
757,VEGeatz,1,0,3.4,19,1,73,2221,4,1,100.0
758,Grand Food,1,0,3.4,8,1,74,2157,4,1,150.0
760,Matru Sagar,1,0,3.6,84,1,73,2224,4,1,50.0
761,Kavali,0,0,4.0,42,1,73,2262,4,1,250.0
763,Bunt's Biriyani Palace,1,0,3.0,213,1,73,1954,4,1,50.0
764,Funjabi Curries,1,0,2.9,11,1,73,1585,4,1,75.0
765,Udupi Upahar,1,0,3.8,58,1,73,2188,4,1,50.0
766,Ranganna Military Hotel,0,0,4.2,725,31,73,2160,4,1,150.0
767,Roti Ghar,1,0,3.9,750,4,24,1760,4,1,250.0
768,Grand Village,0,0,3.8,166,4,24,1921,4,1,150.0
769,Vidyarthi Bhavan,0,0,4.4,4460,4,73,2149,4,1,50.0
770,Bharjari Oota,0,0,3.9,153,4,24,2149,4,1,75.0
771,Gokul Veg,1,0,3.8,469,4,24,1669,4,1,125.0
772,SLV Corner Restaurant,1,0,4.1,364,4,24,2192,4,1,125.0
773,Timepass Dinner,1,0,3.8,286,4,24,1585,4,1,75.0
774,Baisakhi,1,0,3.8,527,4,24,1585,4,1,100.0
775,Eat Repeat,1,0,3.9,101,4,73,2149,4,1,250.0
776,Sri Guru Kottureshwara Davangere Benne Dosa,1,0,4.1,558,4,73,2149,4,1,150.0
777,Bridgeway,0,0,3.8,94,56,24,1649,4,1,250.0
778,Srinathji's Cafe,0,0,3.8,148,4,26,1646,4,1,150.0
779,Soho Bar & Grill,0,0,2.7,377,4,68,1779,4,1,75.0
780,Kollapuri's,0,0,3.9,206,4,73,2216,4,1,150.0
781,Aadhya Hotel,1,0,3.3,5,4,25,2227,4,1,150.0
782,Bhavani Restaurant,0,0,3.9,100,4,73,2224,4,1,75.0
783,Puliyogare Point,1,0,4.2,444,4,73,2149,4,1,300.0
784,Zephyr,0,0,3.9,133,4,24,1334,4,1,200.0
785,Redberrys,1,0,4.0,219,4,16,622,4,1,100.0
786,Hotel Dwarka,0,0,4.2,253,4,73,2149,4,1,125.0
787,Nisarga Garden Restaurant,0,0,3.4,51,4,73,2181,4,1,100.0
788,Ma-Arya Family Restaurant,0,0,3.7,61,4,24,439,4,1,150.0
789,A2B - Adyar Ananda Bhavan,1,0,3.8,155,56,24,2204,4,1,250.0
790,Ragoo's,1,0,3.9,233,31,24,1364,4,1,100.0
791,Imperial Restaurant,1,0,3.7,264,56,24,1673,4,1,100.0
792,New Prashanth Hotel,0,0,3.9,66,4,24,2149,4,1,150.0
793,Udupi Sri Krishna Bhavan,0,0,4.1,238,4,73,2149,4,1,250.0
794,Chinese Kitchen,1,0,3.8,58,4,73,700,4,1,125.0
795,Vijayalakshmi,1,0,3.9,47,4,73,2149,4,1,200.0
796,Nammura Donne Biriyani,1,0,3.5,155,4,73,366,4,1,175.0
797,Curry Leaves,1,0,4.1,176,4,24,86,4,1,400.0
798,Goli Vada Pav No. 1,1,0,3.7,93,4,73,2278,4,1,125.0
799,Ice Thunder,0,0,3.8,124,4,73,2203,4,1,125.0
800,South Kitchen,1,0,4.3,275,4,73,2149,4,1,50.0
801,Upahara Darshini,0,0,4.2,254,4,73,2149,4,1,150.0
802,Mahalaxmi Tiffin Room,0,0,4.1,177,4,73,2149,4,1,175.0
803,Starlite Bakery & Fastfood,1,0,3.7,23,31,73,1750,4,1,250.0
804,Sandwichwallas,1,0,4.0,132,4,73,1092,4,1,125.0
805,J K Fish Land,1,0,3.6,35,31,73,2128,4,1,150.0
806,Udupi Grand,1,0,3.8,74,4,73,2224,4,1,175.0
807,Chinese Square,1,0,3.9,38,4,73,700,4,1,200.0
808,Castle Rock,1,0,3.6,172,83,24,1649,4,1,75.0
809,Swadd Kitchen,1,0,3.4,4,4,24,1819,4,1,200.0
811,Kamat Bugle Rock,1,0,3.9,543,4,73,2198,4,1,300.0
812,Basavanagudi Mylari,0,0,4.0,52,4,73,2149,4,1,150.0
813,RS Shiv Sagar,0,0,3.7,217,4,24,1765,4,1,100.0
814,New Prashanth Hotel,0,0,2.9,34,4,24,2163,4,1,150.0
815,Shrinidhi Military Hotel,0,0,3.3,6,4,73,1883,4,1,250.0
816,Dakshin Kitchen,1,0,3.6,15,4,73,2149,4,1,150.0
817,Pramukh Family Restaurant,0,0,3.9,111,4,24,1734,4,1,50.0
818,Chaatimes,1,0,3.8,133,4,73,2295,4,1,125.0
819,Vybhava,0,0,3.8,39,31,73,2221,4,1,150.0
820,Shree Venkateshwara North Karnataka Hotel,0,0,4.0,64,4,73,2149,4,1,125.0
821,Kadamba Classic,0,0,3.6,16,56,73,2149,4,1,175.0
822,Food Geek,1,0,3.8,25,4,73,2100,4,1,150.0
823,Rosewood International Hotel - Bar & Restaurant,0,0,3.6,8,56,24,1938,4,1,100.0
824,Anand Sagar Inn,0,0,3.3,6,4,24,2224,4,1,225.0
825,Sangam Military Hotel,0,0,3.2,14,31,73,2149,4,1,100.0
826,Kholi Mane,0,0,3.6,46,4,73,98,4,1,100.0
827,Harshi Super Sandwich,0,0,3.8,148,4,73,1199,4,1,200.0
828,Hotel Pork Paradise,1,0,3.7,21,56,73,2149,4,1,150.0
830,Belly Squad Food Truck,0,0,3.8,55,79,55,821,4,1,125.0
833,New Rajadhani Spicy,1,0,3.7,67,48,24,1585,4,1,200.0
834,Matru Sagar,1,0,3.7,31,56,73,2221,4,1,125.0
835,Sri Udupi Veg,0,0,3.3,4,31,73,2149,4,1,50.0
836,50-50 EATING HOUSE,0,0,3.2,4,4,73,2160,4,1,50.0
838,Om Shiva Shakthi Chats Centre,0,0,3.9,26,4,73,2295,4,1,150.0
839,Juice Junction Food Court,1,0,3.7,57,4,73,1393,4,1,100.0
840,Burger King,1,0,3.2,71,4,73,458,4,1,150.0
842,Rolls Corner,0,0,3.6,22,4,73,1182,4,1,75.0
844,New Ambur Hot Dum Biryani,0,0,3.2,8,56,73,333,4,1,75.0
851,Shri Vinayaka Ice N Juice,1,0,3.2,11,4,73,293,4,1,125.0
852,Happy Chopsticks,1,0,3.6,17,4,73,741,4,1,100.0
855,Jcubez,0,1,3.8,977,1,57,1207,5,1,50.0
856,Gustoes Beer House,0,0,4.1,868,1,68,958,5,1,75.0
857,Blue Wings Bar & Restaurant,0,0,3.7,43,1,7,1649,5,1,125.0
858,Vi Ra's Bar and Restaurant,0,0,3.3,62,1,6,2224,5,1,200.0
859,K27 - The Pub,0,0,3.1,30,1,6,778,5,1,150.0
861,Darbar,0,0,3.0,98,1,6,1649,5,1,100.0
862,Soho Bar & Grill,0,0,2.7,377,4,68,1779,5,1,100.0
863,Deja Vu Resto Bar,1,1,4.4,2487,3,68,1845,0,2,100.0
864,Fattoush,1,1,4.2,1964,3,24,112,0,2,125.0
865,Empire Restaurant,1,0,4.3,3178,3,24,1915,0,2,50.0
866,Abhiruchi Hotel,1,0,3.3,455,3,24,59,0,2,100.0
867,Tulips,0,0,3.1,19,3,24,1955,0,2,100.0
868,Barbeque Nation,0,1,4.7,3845,29,24,1817,0,2,100.0
869,Sattvam,0,0,4.3,353,29,24,1935,0,2,100.0
870,24th Main,0,1,4.1,1234,29,24,1948,0,2,200.0
871,Zaitoon,1,1,4.1,1538,29,24,208,0,2,75.0
872,Mango Greens,0,1,3.9,49,29,24,1793,0,2,40.0
873,Oye Amritsar,1,1,3.8,756,29,24,1585,0,2,75.0
874,Melt - Eden Park,1,1,4.0,347,29,24,1784,0,2,50.0
876,Spice Code,0,1,4.0,165,29,24,2227,0,2,75.0
877,The Onyx - The HHI Select Bengaluru,0,0,3.3,177,29,24,1684,0,2,150.0
878,The Pavillion,0,0,2.7,43,29,24,1813,0,2,150.0
879,Sankranthi Veg Restaurant,1,0,3.0,102,0,24,2224,0,2,75.0
880,Tisano Cafe,1,0,3.8,54,3,16,602,1,2,125.0
881,Cafe Kabana,0,1,4.0,200,3,16,538,1,2,75.0
882,Butterly,1,0,3.9,102,3,16,498,1,2,125.0
884,Black Mug Cafe,1,0,3.7,171,3,16,475,1,2,75.0
885,#refuel,1,0,3.7,37,3,16,506,1,2,75.0
886,WAFL,1,0,3.9,40,3,50,606,1,2,175.0
887,Vaho Kafe & Pressery,0,0,3.9,125,3,16,613,1,2,125.0
888,Dreamcatcher,1,0,3.9,49,3,16,475,1,2,150.0
889,Cafe Coffee Day,0,0,3.6,19,3,16,597,1,2,225.0
890,Cafe Arabica,0,0,3.8,69,3,17,496,1,2,75.0
891,Starbucks,0,0,3.9,52,3,16,588,1,2,75.0
892,Smoor,1,0,3.6,18,3,37,1049,1,2,150.0
893,Kalmane Koffees,0,0,3.9,78,3,16,475,1,2,75.0
